datetime,alert,description,numalerts,undstips,unsrcips
2011-04-14 11:24:26,portscan,TCP Portscan,1,1,1
2011-04-14 11:25:27,portscan,TCP Portscan,1,1,1
2011-04-14 11:25:57,portscan,TCP Portscan,1,1,1
2011-04-14 11:26:42,portscan,TCP Portscan,1,1,1
2011-04-14 11:27:42,portscan,TCP Portscan,1,1,1
2011-04-14 11:28:04,portscan,TCP Portscan,1,1,1
2011-04-14 11:28:26,portscan,TCP Portsweep,1,1,1
2011-04-14 11:29:17,portscan,TCP Portscan,1,1,1
2011-04-14 11:29:19,portscan,TCP Portscan,1,1,1
2011-04-14 11:30:14,portscan,TCP Portscan,2,2,1
2011-04-14 11:31:05,portscan,TCP Portscan,1,1,1
2011-04-14 11:31:11,portscan,TCP Portscan,1,1,1
2011-04-14 11:32:01,portscan,TCP Portscan,1,1,1
2011-04-14 11:33:16,portscan,TCP Portscan,1,1,1
2011-04-14 11:33:35,portscan,TCP Portsweep,2,1,1
2011-04-14 11:34:57,portscan,TCP Portscan,1,1,1
2011-04-14 11:35:45,portscan,TCP Portscan,1,1,1
2011-04-14 11:36:37,portscan,TCP Portscan,2,2,1
2011-04-14 11:37:53,portscan,TCP Portscan,1,1,1
2011-04-14 11:38:46,portscan,TCP Portscan,1,1,1
2011-04-14 11:39:07,portscan,TCP Portscan,1,1,1
2011-04-14 11:39:16,portscan,TCP Portscan,1,1,1
2011-04-14 11:40:40,portscan,TCP Portscan,1,1,1
2011-04-14 11:40:51,portscan,TCP Portscan,1,1,1
2011-04-14 11:41:07,portscan,TCP Portscan,1,1,1
2011-04-14 11:41:57,portscan,TCP Portscan,1,1,1
2011-04-14 11:42:07,portscan,TCP Portscan,1,1,1
2011-04-14 11:42:14,portscan,TCP Portscan,1,1,1
2011-04-14 11:43:00,portscan,TCP Portscan,1,1,1
2011-04-14 11:43:35,portscan,TCP Portscan,1,1,1
2011-04-14 11:43:55,portscan,TCP Portscan,1,1,1
2011-04-14 11:44:05,portscan,TCP Portsweep,1,1,1
2011-04-14 11:45:03,portscan,TCP Portscan,1,1,1
2011-04-14 11:45:06,portscan,TCP Portscan,1,1,1
2011-04-14 11:47:10,portscan,TCP Portscan,1,1,1
2011-04-14 11:47:33,portscan,TCP Portscan,1,1,1
2011-04-14 11:48:24,portscan,TCP Portscan,2,2,1
2011-04-14 11:49:22,portscan,TCP Portscan,1,1,1
2011-04-14 11:49:36,portscan,TCP Portscan,1,1,1
2011-04-14 11:50:46,portscan,TCP Portscan,1,1,1
2011-04-14 11:51:14,portscan,TCP Portscan,1,1,1
2011-04-14 11:51:23,portscan,TCP Portsweep,1,1,1
2011-04-14 11:51:25,portscan,TCP Portscan,1,1,1
2011-04-14 11:52:47,portscan,TCP Portscan,1,1,1
2011-04-14 11:53:06,portscan,TCP Portscan,1,1,1
2011-04-14 11:53:46,portscan,TCP Portscan,1,1,1
2011-04-14 11:53:59,portscan,TCP Portscan,1,1,1
2011-04-14 11:54:46,portscan,TCP Portscan,1,1,1
2011-04-14 11:55:05,portscan,TCP Portscan,1,1,1
2011-04-14 11:55:37,portscan,TCP Portscan,1,1,1
2011-04-14 11:56:49,portscan,TCP Portscan,2,2,1
2011-04-14 11:57:15,portscan,TCP Portsweep,1,1,1
2011-04-14 11:57:38,portscan,TCP Portscan,1,1,1
2011-04-14 11:58:18,portscan,TCP Portscan,1,1,1
2011-04-14 11:58:59,portscan,TCP Portscan,1,1,1
2011-04-14 11:59:49,portscan,TCP Portscan,1,1,1
2011-04-14 12:00:19,portscan,TCP Portscan,1,1,1
2011-04-14 12:00:23,portscan,TCP Portscan,1,1,1
2011-04-14 12:00:59,portscan,TCP Portscan,1,1,1
2011-04-14 12:01:24,portscan,TCP Portscan,1,1,1
2011-04-14 12:01:58,portscan,TCP Portscan,1,1,1
2011-04-14 12:03:00,portscan,TCP Portscan,1,1,1
2011-04-14 12:03:12,portscan,TCP Portscan,1,1,1
2011-04-14 12:03:57,portscan,TCP Portscan,1,1,1
2011-04-14 12:04:55,portscan,TCP Portscan,1,1,1
2011-04-14 12:05:26,portscan,TCP Portscan,1,1,1
2011-04-14 12:05:30,portscan,TCP Portscan,1,1,1
2011-04-14 12:06:26,portscan,TCP Portscan,1,1,1
2011-04-14 12:06:50,portscan,TCP Portscan,1,1,1
2011-04-14 12:07:23,portscan,TCP Portscan,1,1,1
2011-04-14 12:08:41,portscan,TCP Portscan,1,1,1
2011-04-14 12:08:46,portscan,TCP Portscan,1,1,1
2011-04-14 12:09:17,portscan,TCP Portscan,1,1,1
2011-04-14 12:09:49,portscan,TCP Portsweep,1,1,1
2011-04-14 12:10:46,portscan,TCP Portscan,1,1,1
2011-04-14 12:10:56,portscan,TCP Portscan,1,1,1
2011-04-14 12:11:24,portscan,TCP Portscan,1,1,1
2011-04-14 12:12:31,portscan,TCP Portscan,2,2,1
2011-04-14 12:12:39,portscan,TCP Portsweep,1,1,1
2011-04-14 12:13:09,portscan,TCP Portscan,1,1,1
2011-04-14 12:13:36,portscan,TCP Portscan,1,1,1
2011-04-14 12:14:02,portscan,TCP Portscan,1,1,1
2011-04-14 12:15:34,portscan,TCP Portscan,1,1,1
2011-04-14 12:15:54,portscan,TCP Portscan,1,1,1
2011-04-14 12:16:35,portscan,TCP Portscan,1,1,1
2011-04-14 12:17:35,portscan,TCP Portscan,1,1,1
2011-04-14 12:18:21,portscan,TCP Portscan,1,1,1
2011-04-14 12:18:45,portscan,TCP Portscan,1,1,1
2011-04-14 12:19:54,portscan,TCP Portscan,1,1,1
2011-04-14 12:20:14,portscan,TCP Portscan,1,1,1
2011-04-14 12:21:07,portscan,TCP Portscan,2,2,2
2011-04-14 12:21:53,portscan,TCP Portscan,1,1,1
2011-04-14 12:23:01,portscan,TCP Portscan,1,1,1
2011-04-14 12:23:41,portscan,TCP Portscan,1,1,1
2011-04-14 12:24:08,portscan,TCP Portscan,1,1,1
2011-04-14 12:25:13,portscan,TCP Portscan,2,2,1
2011-04-14 12:25:44,portscan,TCP Portscan,1,1,1
2011-04-14 12:25:46,snort_decoder,Tcp Window Scale Option found with length > 14,60,30,1
2011-04-14 12:25:47,snort_decoder,Tcp Window Scale Option found with length > 14,60,30,1
2011-04-14 12:25:48,snort_decoder,Tcp Window Scale Option found with length > 14,60,30,1
2011-04-14 12:25:49,snort_decoder,Tcp Window Scale Option found with length > 14,60,30,1
2011-04-14 12:25:51,snort_decoder,Tcp Window Scale Option found with length > 14,56,28,1
2011-04-14 12:25:52,snort_decoder,Tcp Window Scale Option found with length > 14,42,21,1
2011-04-14 12:25:53,snort_decoder,Tcp Window Scale Option found with length > 14,28,14,1
2011-04-14 12:25:54,snort_decoder,Tcp Window Scale Option found with length > 14,54,27,1
2011-04-14 12:25:55,snort_decoder,Tcp Window Scale Option found with length > 14,60,30,1
2011-04-14 12:25:57,snort_decoder,Tcp Window Scale Option found with length > 14,76,19,1
2011-04-14 12:25:58,snort_decoder,Tcp Window Scale Option found with length > 14,38,19,1
2011-04-14 12:25:59,snort_decoder,Tcp Window Scale Option found with length > 14,38,19,1
2011-04-14 12:26:01,snort_decoder,Tcp Window Scale Option found with length > 14,38,19,1
2011-04-14 12:26:02,snort_decoder,Tcp Window Scale Option found with length > 14,70,19,1
2011-04-14 12:26:03,snort_decoder,Tcp Window Scale Option found with length > 14,44,19,1
2011-04-14 12:26:04,portscan,TCP Portscan,1,1,1
2011-04-14 12:26:41,portscan,TCP Portscan,1,1,1
2011-04-14 12:27:17,portscan,TCP Portsweep,1,1,1
2011-04-14 12:27:57,portscan,TCP Portscan,1,1,1
2011-04-14 12:28:08,snort_decoder,Tcp Window Scale Option found with length > 14,60,30,1
2011-04-14 12:28:09,snort_decoder,Tcp Window Scale Option found with length > 14,60,30,1
2011-04-14 12:28:12,snort_decoder,Tcp Window Scale Option found with length > 14,58,29,1
2011-04-14 12:28:13,snort_decoder,Tcp Window Scale Option found with length > 14,2,1,1
2011-04-14 12:28:15,snort_decoder,Tcp Window Scale Option found with length > 14,40,20,1
2011-04-14 12:28:16,snort_decoder,Tcp Window Scale Option found with length > 14,20,10,1
2011-04-14 12:28:20,snort_decoder,Tcp Window Scale Option found with length > 14,60,30,1
2011-04-14 12:28:23,snort_decoder,Tcp Window Scale Option found with length > 14,40,20,1
2011-04-14 12:28:24,snort_decoder,Tcp Window Scale Option found with length > 14,20,10,1
2011-04-14 12:28:26,snort_decoder,Tcp Window Scale Option found with length > 14,14,7,1
2011-04-14 12:28:27,snort_decoder,Tcp Window Scale Option found with length > 14,46,23,1
2011-04-14 12:28:30,snort_decoder,Tcp Window Scale Option found with length > 14,60,30,1
2011-04-14 12:28:36,portscan,TCP Portscan,39,20,2
2011-04-14 12:28:38,snort_decoder,Tcp Window Scale Option found with length > 14,38,19,1
2011-04-14 12:28:40,snort_decoder,Tcp Window Scale Option found with length > 14,38,19,1
2011-04-14 12:28:42,snort_decoder,Tcp Window Scale Option found with length > 14,38,19,1
2011-04-14 12:28:45,portscan,TCP Portscan,13,7,2
2011-04-14 12:28:46,snort_decoder,Tcp Window Scale Option found with length > 14,26,13,1
2011-04-14 12:28:47,snort_decoder,Tcp Window Scale Option found with length > 14,20,10,1
2011-04-14 12:28:48,snort_decoder,Tcp Window Scale Option found with length > 14,18,9,1
2011-04-14 12:28:49,snort_decoder,Tcp Window Scale Option found with length > 14,16,8,1
2011-04-14 12:28:50,snort_decoder,Tcp Window Scale Option found with length > 14,22,11,1
2011-04-14 12:28:51,snort_decoder,Tcp Window Scale Option found with length > 14,12,6,1
2011-04-14 12:28:52,snort_decoder,Tcp Window Scale Option found with length > 14,26,13,1
2011-04-14 12:29:15,portscan,TCP Portscan,1,1,1
2011-04-14 12:30:07,portscan,TCP Portscan,2,2,1
2011-04-14 12:31:02,portscan,TCP Portscan,1,1,1
2011-04-14 12:31:23,portscan,TCP Portscan,1,1,1
2011-04-14 12:32:08,portscan,TCP Portsweep,1,1,1
2011-04-14 12:32:12,portscan,TCP Portscan,1,1,1
2011-04-14 12:32:13,portscan,TCP Portsweep,1,1,1
2011-04-14 12:32:30,portscan,TCP Portscan,1,1,1
2011-04-14 12:33:53,portscan,TCP Portscan,1,1,1
2011-04-14 12:34:30,portscan,TCP Portscan,1,1,1
2011-04-14 12:35:24,portscan,TCP Portsweep,2,1,1
2011-04-14 12:35:38,portscan,TCP Portscan,1,1,1
2011-04-14 12:36:56,portscan,TCP Portscan,1,1,1
2011-04-14 12:38:03,portscan,TCP Portscan,1,1,1
2011-04-14 12:38:47,portscan,TCP Portscan,1,1,1
2011-04-14 12:39:02,portscan,TCP Portscan,1,1,1
2011-04-14 12:39:41,portscan,TCP Portsweep,1,1,1
2011-04-14 12:40:22,portscan,TCP Portscan,2,2,1
2011-04-14 12:41:18,portscan,TCP Portscan,1,1,1
2011-04-14 12:41:23,portscan,TCP Portscan,1,1,1
2011-04-14 12:42:29,portscan,TCP Portsweep,1,1,1
2011-04-14 12:42:32,portscan,TCP Portscan,1,1,1
2011-04-14 12:42:33,portscan,TCP Portscan,1,1,1
2011-04-14 12:43:36,portscan,TCP Portscan,1,1,1
2011-04-14 12:43:59,portscan,TCP Portscan,1,1,1
2011-04-14 12:45:11,portscan,TCP Portscan,2,2,1
2011-04-14 12:46:00,portscan,TCP Portscan,2,2,1
2011-04-14 12:47:12,portscan,TCP Portscan,1,1,1
2011-04-14 12:47:31,portscan,TCP Portscan,1,1,1
2011-04-14 12:48:31,portscan,TCP Portscan,1,1,1
2011-04-14 12:48:34,portscan,TCP Portsweep,1,1,1
2011-04-14 12:49:12,portscan,TCP Portscan,1,1,1
2011-04-14 12:50:46,portscan,TCP Portscan,1,1,1
2011-04-14 12:51:28,portscan,TCP Portscan,1,1,1
2011-04-14 12:52:37,portscan,TCP Portscan,1,1,1
2011-04-14 12:53:13,portscan,TCP Portscan,1,1,1
2011-04-14 12:53:43,portscan,TCP Portscan,1,1,1
2011-04-14 12:54:55,portscan,TCP Portscan,1,1,1
2011-04-14 12:56:11,portscan,TCP Portscan,1,1,1
2011-04-14 12:56:16,portscan,TCP Portscan,1,1,1
2011-04-14 12:57:40,portscan,TCP Portscan,1,1,1
2011-04-14 12:58:36,portscan,TCP Portscan,1,1,1
2011-04-14 12:58:42,portscan,TCP Portscan,1,1,1
2011-04-14 12:59:52,portscan,TCP Portscan,1,1,1
2011-04-14 13:00:19,portscan,TCP Portscan,1,1,1
2011-04-14 13:00:38,portscan,TCP Portsweep,1,1,1
2011-04-14 13:00:39,portscan,TCP Portscan,1,1,1
2011-04-14 13:01:55,portscan,TCP Portscan,1,1,1
2011-04-14 13:02:06,portscan,TCP Portscan,1,1,1
2011-04-14 13:03:06,portscan,TCP Portscan,1,1,1
2011-04-14 13:04:39,portscan,TCP Portscan,1,1,1
2011-04-14 13:05:00,portscan,TCP Portscan,1,1,1
2011-04-14 13:06:05,portscan,TCP Portscan,1,1,1
2011-04-14 13:06:16,portscan,TCP Portscan,1,1,1
2011-04-14 13:06:47,portscan,TCP Portscan,1,1,1
2011-04-14 13:07:33,portscan,TCP Portscan,1,1,1
2011-04-14 13:07:44,portscan,TCP Portscan,1,1,1
2011-04-14 13:08:17,portscan,TCP Portscan,1,1,1
2011-04-14 13:08:47,portscan,TCP Portscan,1,1,1
2011-04-14 13:09:27,portscan,TCP Portscan,1,1,1
2011-04-14 13:10:30,portscan,TCP Portscan,1,1,1
2011-04-14 13:10:35,portscan,TCP Portscan,1,1,1
2011-04-14 13:11:12,portscan,TCP Portscan,1,1,1
2011-04-14 13:11:40,portscan,TCP Portscan,1,1,1
2011-04-14 13:12:46,portscan,TCP Portscan,1,1,1
2011-04-14 13:13:03,portscan,TCP Portscan,1,1,1
2011-04-14 13:13:54,portscan,TCP Portscan,1,1,1
2011-04-14 13:15:02,portscan,TCP Portscan,1,1,1
2011-04-14 13:16:06,portscan,TCP Portscan,1,1,1
2011-04-14 13:16:12,portscan,TCP Portscan,1,1,1
2011-04-14 13:16:53,portscan,TCP Portscan,1,1,1
2011-04-14 13:17:13,portscan,TCP Portscan,1,1,1
2011-04-14 13:17:57,portscan,TCP Portscan,1,1,1
2011-04-14 13:19:00,portscan,TCP Portscan,1,1,1
2011-04-14 13:19:08,portscan,TCP Portscan,1,1,1
2011-04-14 13:20:03,portscan,TCP Portscan,1,1,1
2011-04-14 13:20:22,portscan,TCP Portscan,1,1,1
2011-04-14 13:21:27,portscan,TCP Portscan,1,1,1
2011-04-14 13:21:30,portscan,TCP Portscan,1,1,1
2011-04-14 13:22:07,portscan,TCP Portscan,1,1,1
2011-04-14 13:22:28,portscan,TCP Portscan,1,1,1
2011-04-14 13:23:21,portscan,TCP Portscan,1,1,1
2011-04-14 13:23:28,portscan,TCP Portsweep,1,1,1
2011-04-14 13:23:37,portscan,TCP Portscan,1,1,1
2011-04-14 13:23:47,portscan,TCP Portscan,1,1,1
2011-04-14 13:24:36,portscan,TCP Portsweep,1,1,1
2011-04-14 13:24:39,portscan,TCP Portscan,1,1,1
2011-04-14 13:25:37,portscan,TCP Portscan,1,1,1
2011-04-14 13:27:46,portscan,TCP Portscan,1,1,1
2011-04-14 13:27:52,portscan,TCP Portscan,1,1,1
2011-04-14 13:28:24,portscan,TCP Portscan,1,1,1
2011-04-14 13:28:42,portscan,TCP Portsweep,1,1,1
2011-04-14 13:29:06,portscan,TCP Portscan,1,1,1
2011-04-14 13:30:46,portscan,TCP Portscan,1,1,1
2011-04-14 13:31:02,portscan,TCP Portscan,1,1,1
2011-04-14 13:31:34,portscan,TCP Portscan,1,1,1
2011-04-14 13:32:23,portscan,TCP Portscan,1,1,1
2011-04-14 13:33:16,portscan,TCP Portscan,1,1,1
2011-04-14 13:33:28,portscan,TCP Portscan,1,1,1
2011-04-14 13:34:18,portscan,TCP Portscan,1,1,1
2011-04-14 13:34:45,portscan,TCP Portscan,1,1,1
2011-04-14 13:35:29,portscan,TCP Portscan,1,1,1
2011-04-14 13:36:22,portscan,TCP Portscan,1,1,1
2011-04-14 13:36:37,portscan,TCP Portscan,1,1,1
2011-04-14 13:36:40,portscan,TCP Portsweep,1,1,1
2011-04-14 13:37:27,portscan,TCP Portscan,1,1,1
2011-04-14 13:37:37,portscan,TCP Portsweep,2,1,1
2011-04-14 13:38:46,portscan,TCP Portscan,1,1,1
2011-04-14 13:38:47,portscan,TCP Portscan,1,1,1
2011-04-14 13:40:11,portscan,TCP Portscan,1,1,1
2011-04-14 13:40:23,portscan,TCP Portscan,1,1,1
2011-04-14 13:40:33,portscan,TCP Portscan,1,1,1
2011-04-14 13:40:54,portscan,TCP Portsweep,1,1,1
2011-04-14 13:42:00,portscan,TCP Portscan,1,1,1
2011-04-14 13:42:31,portscan,TCP Portscan,1,1,1
2011-04-14 13:42:44,portscan,TCP Portscan,1,1,1
2011-04-14 13:43:15,portscan,TCP Portsweep,1,1,1
2011-04-14 13:44:06,portscan,TCP Portscan,1,1,1
2011-04-14 13:44:15,portscan,TCP Portscan,1,1,1
2011-04-14 13:44:57,portscan,TCP Portscan,1,1,1
2011-04-14 13:46:14,portscan,TCP Portscan,1,1,1
2011-04-14 13:46:58,portscan,TCP Portscan,1,1,1
2011-04-14 13:47:31,portscan,TCP Portscan,1,1,1
2011-04-14 13:47:50,portscan,TCP Portsweep,1,1,1
2011-04-14 13:47:59,portscan,TCP Portscan,1,1,1
2011-04-14 13:50:10,portscan,TCP Portscan,1,1,1
2011-04-14 13:50:21,portscan,TCP Portscan,1,1,1
2011-04-14 13:50:49,portscan,TCP Portscan,1,1,1
2011-04-14 13:51:25,portscan,TCP Portscan,1,1,1
2011-04-14 13:52:41,portscan,TCP Portscan,1,1,1
2011-04-14 13:52:50,portscan,TCP Portscan,1,1,1
2011-04-14 13:53:09,portscan,TCP Portsweep,1,1,1
2011-04-14 13:53:29,portscan,TCP Portscan,1,1,1
2011-04-14 13:53:47,portscan,TCP Portscan,1,1,1
2011-04-14 13:54:29,portscan,TCP Portscan,1,1,1
2011-04-14 13:56:02,portscan,TCP Portscan,1,1,1
2011-04-14 13:56:07,portscan,TCP Portscan,1,1,1
2011-04-14 13:56:44,portscan,TCP Portscan,1,1,1
2011-04-14 13:57:13,portscan,TCP Portsweep,1,1,1
2011-04-14 13:58:12,portscan,TCP Portscan,1,1,1
2011-04-14 13:58:51,portscan,TCP Portscan,1,1,1
2011-04-14 13:59:19,portscan,TCP Portsweep,1,1,1
2011-04-14 14:00:52,portscan,TCP Portscan,1,1,1
2011-04-14 14:01:00,portscan,TCP Portscan,1,1,1
2011-04-14 14:01:18,portscan,TCP Portsweep,1,1,1
2011-04-14 14:01:58,portscan,TCP Portscan,1,1,1
2011-04-14 14:02:10,portscan,TCP Portscan,1,1,1
2011-04-14 14:03:09,portscan,TCP Portscan,1,1,1
2011-04-14 14:03:30,portscan,TCP Portscan,1,1,1
2011-04-14 14:03:38,portscan,TCP Portsweep,1,1,1
2011-04-14 14:03:52,portscan,TCP Portsweep,2,1,1
2011-04-14 14:04:08,portscan,TCP Portscan,1,1,1
2011-04-14 14:04:56,portscan,TCP Portsweep,1,1,1
2011-04-14 14:04:57,portscan,TCP Portscan,1,1,1
2011-04-14 14:05:25,portscan,TCP Portscan,1,1,1
2011-04-14 14:06:28,portscan,TCP Portscan,1,1,1
2011-04-14 14:07:37,portscan,TCP Portscan,1,1,1
2011-04-14 14:08:30,portscan,TCP Portscan,1,1,1
2011-04-14 14:08:46,portscan,TCP Portscan,1,1,1
2011-04-14 14:08:47,portscan,TCP Portscan,1,1,1
2011-04-14 14:09:52,portscan,TCP Portscan,1,1,1
2011-04-14 14:12:02,portscan,TCP Portscan,2,2,1
2011-04-14 14:12:59,portscan,TCP Portscan,1,1,1
2011-04-14 14:13:46,portscan,TCP Portscan,1,1,1
2011-04-14 14:13:50,portscan,TCP Portscan,1,1,1
2011-04-14 14:14:08,portscan,TCP Portsweep,1,1,1
2011-04-14 14:15:03,portscan,TCP Portscan,1,1,1
2011-04-14 14:15:28,portscan,TCP Portscan,1,1,1
2011-04-14 14:16:01,portscan,TCP Portscan,1,1,1
2011-04-14 14:16:27,portscan,TCP Portscan,1,1,1
2011-04-14 14:16:32,portscan,TCP Portsweep,1,1,1
2011-04-14 14:17:00,portscan,TCP Portscan,1,1,1
2011-04-14 14:17:18,portscan,TCP Portscan,1,1,1
2011-04-14 14:17:36,portscan,TCP Portsweep,1,1,1
2011-04-14 14:18:38,portscan,TCP Portscan,1,1,1
2011-04-14 14:18:45,portscan,TCP Portscan,1,1,1
2011-04-14 14:19:04,portscan,TCP Portsweep,1,1,1
2011-04-14 14:19:41,portscan,TCP Portscan,1,1,1
2011-04-14 14:20:23,portscan,TCP Portscan,1,1,1
2011-04-14 14:21:05,portscan,TCP Portsweep,2,1,1
2011-04-14 14:21:27,portscan,TCP Portscan,1,1,1
2011-04-14 14:22:10,portscan,TCP Portscan,1,1,1
2011-04-14 14:22:29,portscan,TCP Portsweep,1,1,1
2011-04-14 14:22:30,portscan,TCP Portscan,1,1,1
2011-04-14 14:23:06,portscan,TCP Portscan,1,1,1
2011-04-14 14:23:25,portscan,TCP Portsweep,1,1,1
2011-04-14 14:23:40,portscan,TCP Portscan,1,1,1
2011-04-14 14:23:47,portscan,TCP Portscan,1,1,1
2011-04-14 14:25:00,portscan,TCP Portscan,1,1,1
2011-04-14 14:25:15,portscan,TCP Portscan,1,1,1
2011-04-14 14:26:01,portscan,TCP Portscan,1,1,1
2011-04-14 14:27:32,portscan,TCP Portscan,2,2,1
2011-04-14 14:28:23,portscan,TCP Portscan,1,1,1
2011-04-14 14:28:31,portscan,TCP Portscan,1,1,1
2011-04-14 14:28:42,portscan,TCP Portsweep,1,1,1
2011-04-14 14:29:37,portscan,TCP Portscan,1,1,1
2011-04-14 14:31:17,portscan,TCP Portscan,1,1,1
2011-04-14 14:31:39,portscan,TCP Portscan,1,1,1
2011-04-14 14:32:46,portscan,TCP Portscan,1,1,1
2011-04-14 14:34:08,portscan,TCP Portscan,1,1,1
2011-04-14 14:34:32,portscan,TCP Portscan,1,1,1
2011-04-14 14:35:11,portscan,TCP Portscan,1,1,1
2011-04-14 14:35:39,portscan,TCP Portsweep,2,1,1
2011-04-14 14:35:59,portscan,TCP Portscan,1,1,1
2011-04-14 14:36:24,portscan,TCP Portscan,1,1,1
2011-04-14 14:36:43,portscan,TCP Portsweep,1,1,1
2011-04-14 14:37:00,portscan,TCP Portscan,2,2,2
2011-04-14 14:38:11,portscan,TCP Portscan,2,2,1
2011-04-14 14:39:08,portscan,TCP Portscan,1,1,1
2011-04-14 14:39:25,portscan,TCP Portscan,1,1,1
2011-04-14 14:40:39,portscan,TCP Portscan,1,1,1
2011-04-14 14:41:21,portscan,TCP Portscan,1,1,1
2011-04-14 14:41:39,portscan,TCP Portscan,1,1,1
2011-04-14 14:41:40,portscan,TCP Portsweep,1,1,1
2011-04-14 14:42:46,portscan,TCP Portscan,1,1,1
2011-04-14 14:43:28,portscan,TCP Portscan,1,1,1
2011-04-14 14:44:15,portscan,TCP Portscan,1,1,1
2011-04-14 14:45:00,portscan,TCP Portscan,1,1,1
2011-04-14 14:46:05,portscan,TCP Portscan,1,1,1
2011-04-14 14:46:40,portscan,TCP Portscan,1,1,1
2011-04-14 14:47:00,portscan,TCP Portscan,1,1,1
2011-04-14 14:48:57,portscan,TCP Portscan,1,1,1
2011-04-14 14:49:13,portscan,TCP Portscan,1,1,1
2011-04-14 14:49:16,portscan,TCP Portscan,1,1,1
2011-04-14 14:49:34,portscan,TCP Portsweep,1,1,1
2011-04-14 14:49:57,portscan,TCP Portscan,1,1,1
2011-04-14 14:50:36,portscan,TCP Portscan,1,1,1
2011-04-14 14:51:45,portscan,TCP Portscan,1,1,1
2011-04-14 14:52:47,portscan,TCP Portscan,1,1,1
2011-04-14 14:53:47,portscan,TCP Portscan,1,1,1
2011-04-14 14:53:56,portscan,TCP Portscan,1,1,1
2011-04-14 14:55:28,portscan,TCP Portscan,1,1,1
2011-04-14 14:56:18,portscan,TCP Portscan,1,1,1
2011-04-14 14:56:31,portscan,TCP Portscan,1,1,1
2011-04-14 14:56:36,portscan,TCP Portsweep,1,1,1
2011-04-14 14:57:57,portscan,TCP Portsweep,1,1,1
2011-04-14 14:57:59,portscan,TCP Portscan,2,2,1
2011-04-14 14:58:47,portscan,TCP Portscan,1,1,1
2011-04-14 14:59:17,portscan,TCP Portscan,1,1,1
2011-04-14 14:59:36,portscan,TCP Portsweep,1,1,1
2011-04-14 15:00:06,portscan,TCP Portscan,1,1,1
2011-04-14 15:01:02,portscan,TCP Portscan,1,1,1
2011-04-14 15:02:01,portscan,TCP Portscan,1,1,1
2011-04-14 15:02:33,portscan,TCP Portscan,1,1,1
2011-04-14 15:03:07,portscan,TCP Portscan,1,1,1
2011-04-14 15:03:17,portscan,TCP Portsweep,1,1,1
2011-04-14 15:03:19,portscan,TCP Portscan,1,1,1
2011-04-14 15:03:23,portscan,TCP Portsweep,1,1,1
2011-04-14 15:04:24,portscan,TCP Portscan,1,1,1
2011-04-14 15:04:28,portscan,TCP Portscan,1,1,1
2011-04-14 15:04:47,portscan,TCP Portsweep,1,1,1
2011-04-14 15:05:35,portscan,TCP Portscan,1,1,1
2011-04-14 15:06:08,portscan,TCP Portscan,1,1,1
2011-04-14 15:06:21,portscan,TCP Portscan,1,1,1
2011-04-14 15:08:47,portscan,TCP Portscan,1,1,1
2011-04-14 15:09:01,portscan,TCP Portscan,1,1,1
2011-04-14 15:10:07,portscan,TCP Portscan,1,1,1
2011-04-14 15:10:28,portscan,TCP Portscan,1,1,1
2011-04-14 15:11:27,portscan,TCP Portscan,1,1,1
2011-04-14 15:11:39,portscan,TCP Portscan,1,1,1
2011-04-14 15:12:01,portscan,TCP Portsweep,1,1,1
2011-04-14 15:12:24,portscan,TCP Portscan,1,1,1
2011-04-14 15:13:41,portscan,TCP Portscan,1,1,1
2011-04-14 15:14:51,portscan,TCP Portscan,1,1,1
2011-04-14 15:15:04,portscan,TCP Portscan,1,1,1
2011-04-14 15:15:55,portscan,TCP Portscan,1,1,1
2011-04-14 15:17:01,portscan,TCP Portscan,1,1,1
2011-04-14 15:18:09,portscan,TCP Portscan,1,1,1
2011-04-14 15:18:47,portscan,TCP Portscan,1,1,1
2011-04-14 15:19:12,portscan,TCP Portscan,1,1,1
2011-04-14 15:20:08,portscan,TCP Portscan,1,1,1
2011-04-14 15:20:33,portscan,TCP Portscan,1,1,1
2011-04-14 15:20:52,portscan,TCP Portsweep,1,1,1
2011-04-14 15:21:30,portscan,TCP Portscan,1,1,1
2011-04-14 15:22:29,portscan,TCP Portscan,1,1,1
2011-04-14 15:23:16,portscan,TCP Portscan,1,1,1
2011-04-14 15:23:47,portscan,TCP Portscan,1,1,1
2011-04-14 15:23:59,portscan,TCP Portscan,1,1,1
2011-04-14 15:24:42,portscan,TCP Portscan,1,1,1
2011-04-14 15:25:11,portscan,TCP Portscan,1,1,1
2011-04-14 15:25:46,portscan,TCP Portscan,1,1,1
2011-04-14 15:26:22,portscan,TCP Portscan,1,1,1
2011-04-14 15:26:41,portscan,TCP Portsweep,1,1,1
2011-04-14 15:26:50,portscan,TCP Portscan,1,1,1
2011-04-14 15:28:04,portscan,TCP Portscan,1,1,1
2011-04-14 15:28:06,portscan,TCP Portscan,1,1,1
2011-04-14 15:28:53,portscan,TCP Portscan,1,1,1
2011-04-14 15:30:04,portscan,TCP Portsweep,2,1,1
2011-04-14 15:30:26,portscan,TCP Portscan,1,1,1
2011-04-14 15:30:49,portscan,TCP Portscan,1,1,1
2011-04-14 15:31:05,portscan,TCP Portscan,1,1,1
2011-04-14 15:32:03,portscan,TCP Portscan,1,1,1
2011-04-14 15:33:11,portscan,TCP Portscan,1,1,1
